Example drift concentration input file,Save in .csv format
Created by assuming drift is proportional to daily temperature
Date,Hour,DriftConc (g/m3)
10/8/1995,18,1.83E-10
10/8/1995,19,1.83E-10
10/8/1995,20,1.83E-10
10/8/1995,21,1.83E-10
10/8/1995,22,1.83E-10
10/8/1995,23,1.83E-10
10/9/1995,0,1.82E-10
10/9/1995,1,1.82E-10
10/9/1995,2,1.82E-10
10/9/1995,3,1.82E-10
10/9/1995,4,1.82E-10
10/9/1995,5,1.82E-10
10/9/1995,6,1.82E-10
10/9/1995,7,1.82E-10
10/9/1995,8,1.82E-10
10/9/1995,9,1.82E-10
10/9/1995,10,1.82E-10
10/9/1995,11,1.82E-10
10/9/1995,12,1.82E-10
10/9/1995,13,1.82E-10
10/9/1995,14,1.82E-10
10/9/1995,15,1.82E-10
10/9/1995,16,1.82E-10
10/9/1995,17,1.82E-10
10/9/1995,18,1.82E-10
10/9/1995,19,1.82E-10
10/9/1995,20,1.82E-10
10/9/1995,21,1.82E-10
10/9/1995,22,1.82E-10
10/9/1995,23,1.82E-10
10/10/1995,0,1.80E-10
10/10/1995,1,1.80E-10
10/10/1995,2,1.80E-10
10/10/1995,3,1.80E-10
10/10/1995,4,1.80E-10
10/10/1995,5,1.80E-10
10/10/1995,6,1.80E-10
10/10/1995,7,1.80E-10
10/10/1995,8,1.80E-10
10/10/1995,9,1.80E-10
10/10/1995,10,1.80E-10
10/10/1995,11,1.80E-10
10/10/1995,12,1.80E-10
10/10/1995,13,1.80E-10
10/10/1995,14,1.80E-10
10/10/1995,15,1.80E-10
10/10/1995,16,1.80E-10
10/10/1995,17,1.80E-10
10/10/1995,18,1.80E-10
10/10/1995,19,1.80E-10
10/10/1995,20,1.80E-10
10/10/1995,21,1.80E-10
10/10/1995,22,1.80E-10
10/10/1995,23,1.80E-10
10/11/1995,0,1.79E-10
10/11/1995,1,1.79E-10
10/11/1995,2,1.79E-10
10/11/1995,3,1.79E-10
10/11/1995,4,1.79E-10
10/11/1995,5,1.79E-10
10/11/1995,6,1.79E-10
10/11/1995,7,1.79E-10
10/11/1995,8,1.79E-10
10/11/1995,9,1.79E-10
10/11/1995,10,1.79E-10
10/11/1995,11,1.79E-10
10/11/1995,12,1.79E-10
10/11/1995,13,1.79E-10
10/11/1995,14,1.79E-10
10/11/1995,15,1.79E-10
10/11/1995,16,1.79E-10
10/11/1995,17,1.79E-10
10/11/1995,18,1.79E-10
10/11/1995,19,1.79E-10
10/11/1995,20,1.79E-10
10/11/1995,21,1.79E-10
10/11/1995,22,1.79E-10
10/11/1995,23,1.79E-10
10/12/1995,0,1.79E-10
10/12/1995,1,1.79E-10
10/12/1995,2,1.79E-10
10/12/1995,3,1.79E-10
10/12/1995,4,1.79E-10
10/12/1995,5,1.79E-10
10/12/1995,6,1.79E-10
10/12/1995,7,1.79E-10
10/12/1995,8,1.79E-10
10/12/1995,9,1.79E-10
10/12/1995,10,1.79E-10
10/12/1995,11,1.79E-10
10/12/1995,12,1.79E-10
10/12/1995,13,1.79E-10
10/12/1995,14,1.79E-10
10/12/1995,15,1.79E-10
10/12/1995,16,1.79E-10
10/12/1995,17,1.79E-10
10/12/1995,18,1.79E-10
10/12/1995,19,1.79E-10
10/12/1995,20,1.79E-10
10/12/1995,21,1.79E-10
10/12/1995,22,1.79E-10
10/12/1995,23,1.79E-10
10/13/1995,0,1.77E-10
10/13/1995,1,1.77E-10
10/13/1995,2,1.77E-10
10/13/1995,3,1.77E-10
10/13/1995,4,1.77E-10
10/13/1995,5,1.77E-10
10/13/1995,6,1.77E-10
10/13/1995,7,1.77E-10
10/13/1995,8,1.77E-10
10/13/1995,9,1.77E-10
10/13/1995,10,1.77E-10
10/13/1995,11,1.77E-10
10/13/1995,12,1.77E-10
10/13/1995,13,1.77E-10
10/13/1995,14,1.77E-10
10/13/1995,15,1.77E-10
10/13/1995,16,1.77E-10
10/13/1995,17,1.77E-10
10/13/1995,18,1.77E-10
10/13/1995,19,1.77E-10
10/13/1995,20,1.77E-10
10/13/1995,21,1.77E-10
10/13/1995,22,1.77E-10
10/13/1995,23,1.77E-10
10/14/1995,0,1.76E-10
10/14/1995,1,1.76E-10
10/14/1995,2,1.76E-10
10/14/1995,3,1.76E-10
10/14/1995,4,1.76E-10
10/14/1995,5,1.76E-10
10/14/1995,6,1.76E-10
10/14/1995,7,1.76E-10
10/14/1995,8,1.76E-10
10/14/1995,9,1.76E-10
10/14/1995,10,1.76E-10
10/14/1995,11,1.76E-10
10/14/1995,12,1.76E-10
10/14/1995,13,1.76E-10
10/14/1995,14,1.76E-10
10/14/1995,15,1.76E-10
10/14/1995,16,1.76E-10
10/14/1995,17,1.76E-10
10/14/1995,18,1.76E-10
10/14/1995,19,1.76E-10
10/14/1995,20,1.76E-10
10/14/1995,21,1.76E-10
10/14/1995,22,1.76E-10
10/14/1995,23,1.76E-10
10/15/1995,0,1.74E-10
10/15/1995,1,1.74E-10
10/15/1995,2,1.74E-10
10/15/1995,3,1.74E-10
10/15/1995,4,1.74E-10
10/15/1995,5,1.74E-10
10/15/1995,6,1.74E-10
10/15/1995,7,1.74E-10
10/15/1995,8,1.74E-10
10/15/1995,9,1.74E-10
10/15/1995,10,1.74E-10
10/15/1995,11,1.74E-10
10/15/1995,12,1.74E-10
10/15/1995,13,1.74E-10
10/15/1995,14,1.74E-10
10/15/1995,15,1.74E-10
10/15/1995,16,1.74E-10
10/15/1995,17,1.74E-10
10/15/1995,18,1.74E-10
10/15/1995,19,1.74E-10
10/15/1995,20,1.74E-10
10/15/1995,21,1.74E-10
10/15/1995,22,1.74E-10
10/15/1995,23,1.74E-10
10/16/1995,0,1.74E-10
10/16/1995,1,1.74E-10
10/16/1995,2,1.74E-10
10/16/1995,3,1.74E-10
10/16/1995,4,1.74E-10
10/16/1995,5,1.74E-10
10/16/1995,6,1.74E-10
10/16/1995,7,1.74E-10
10/16/1995,8,1.74E-10
10/16/1995,9,1.74E-10
10/16/1995,10,1.74E-10
10/16/1995,11,1.74E-10
10/16/1995,12,1.74E-10
10/16/1995,13,1.74E-10
10/16/1995,14,1.74E-10
10/16/1995,15,1.74E-10
10/16/1995,16,1.74E-10
10/16/1995,17,1.74E-10
10/16/1995,18,1.74E-10
10/16/1995,19,1.74E-10
10/16/1995,20,1.74E-10
10/16/1995,21,1.74E-10
10/16/1995,22,1.74E-10
10/16/1995,23,1.74E-10
10/17/1995,0,1.73E-10
10/17/1995,1,1.73E-10
10/17/1995,2,1.73E-10
10/17/1995,3,1.73E-10
10/17/1995,4,1.73E-10
10/17/1995,5,1.73E-10
10/17/1995,6,1.73E-10
10/17/1995,7,1.73E-10
10/17/1995,8,1.73E-10
10/17/1995,9,1.73E-10
10/17/1995,10,1.73E-10
10/17/1995,11,1.73E-10
10/17/1995,12,1.73E-10
10/17/1995,13,1.73E-10
10/17/1995,14,1.73E-10
10/17/1995,15,1.73E-10
10/17/1995,16,1.73E-10
10/17/1995,17,1.73E-10
10/17/1995,18,1.73E-10
10/17/1995,19,1.73E-10
10/17/1995,20,1.73E-10
10/17/1995,21,1.73E-10
10/17/1995,22,1.73E-10
10/17/1995,23,1.73E-10
10/18/1995,0,1.71E-10
10/18/1995,1,1.71E-10
10/18/1995,2,1.71E-10
10/18/1995,3,1.71E-10
10/18/1995,4,1.71E-10
10/18/1995,5,1.71E-10
10/18/1995,6,1.71E-10
10/18/1995,7,1.71E-10
10/18/1995,8,1.71E-10
10/18/1995,9,1.71E-10
10/18/1995,10,1.71E-10
10/18/1995,11,1.71E-10
10/18/1995,12,1.71E-10
10/18/1995,13,1.71E-10
10/18/1995,14,1.71E-10
10/18/1995,15,1.71E-10
10/18/1995,16,1.71E-10
10/18/1995,17,1.71E-10
10/18/1995,18,1.71E-10
10/18/1995,19,1.71E-10
10/18/1995,20,1.71E-10
10/18/1995,21,1.71E-10
10/18/1995,22,1.71E-10
10/18/1995,23,1.71E-10
10/19/1995,0,1.70E-10
10/19/1995,1,1.70E-10
10/19/1995,2,1.70E-10
10/19/1995,3,1.70E-10
10/19/1995,4,1.70E-10
10/19/1995,5,1.70E-10
10/19/1995,6,1.70E-10
10/19/1995,7,1.70E-10
10/19/1995,8,1.70E-10
10/19/1995,9,1.70E-10
10/19/1995,10,1.70E-10
10/19/1995,11,1.70E-10
10/19/1995,12,1.70E-10
10/19/1995,13,1.70E-10
10/19/1995,14,1.70E-10
10/19/1995,15,1.70E-10
10/19/1995,16,1.70E-10
10/19/1995,17,1.70E-10
10/19/1995,18,1.70E-10
10/19/1995,19,1.70E-10
10/19/1995,20,1.70E-10
10/19/1995,21,1.70E-10
10/19/1995,22,1.70E-10
10/19/1995,23,1.70E-10
10/20/1995,0,1.68E-10
10/20/1995,1,1.68E-10
10/20/1995,2,1.68E-10
10/20/1995,3,1.68E-10
10/20/1995,4,1.68E-10
10/20/1995,5,1.68E-10
10/20/1995,6,1.68E-10
10/20/1995,7,1.68E-10
10/20/1995,8,1.68E-10
10/20/1995,9,1.68E-10
10/20/1995,10,1.68E-10
10/20/1995,11,1.68E-10
10/20/1995,12,1.68E-10
10/20/1995,13,1.68E-10
10/20/1995,14,1.68E-10
10/20/1995,15,1.68E-10
10/20/1995,16,1.68E-10
10/20/1995,17,1.68E-10
10/20/1995,18,1.68E-10
10/20/1995,19,1.68E-10
10/20/1995,20,1.68E-10
10/20/1995,21,1.68E-10
10/20/1995,22,1.68E-10
10/20/1995,23,1.68E-10
10/21/1995,0,1.68E-10
10/21/1995,1,1.68E-10
10/21/1995,2,1.68E-10
10/21/1995,3,1.68E-10
10/21/1995,4,1.68E-10
10/21/1995,5,1.68E-10
10/21/1995,6,1.68E-10
10/21/1995,7,1.68E-10
10/21/1995,8,1.68E-10
10/21/1995,9,1.68E-10
10/21/1995,10,1.68E-10
10/21/1995,11,1.68E-10
10/21/1995,12,1.68E-10
10/21/1995,13,1.68E-10
10/21/1995,14,1.68E-10
10/21/1995,15,1.68E-10
10/21/1995,16,1.68E-10
10/21/1995,17,1.68E-10
10/21/1995,18,1.68E-10
10/21/1995,19,1.68E-10
10/21/1995,20,1.68E-10
10/21/1995,21,1.68E-10
10/21/1995,22,1.68E-10
10/21/1995,23,1.68E-10
10/22/1995,0,1.67E-10
10/22/1995,1,1.67E-10
10/22/1995,2,1.67E-10
10/22/1995,3,1.67E-10
10/22/1995,4,1.67E-10
10/22/1995,5,1.67E-10
10/22/1995,6,1.67E-10
10/22/1995,7,1.67E-10
10/22/1995,8,1.67E-10
10/22/1995,9,1.67E-10
10/22/1995,10,1.67E-10
10/22/1995,11,1.67E-10
10/22/1995,12,1.67E-10
10/22/1995,13,1.67E-10
10/22/1995,14,1.67E-10
10/22/1995,15,1.67E-10
10/22/1995,16,1.67E-10
10/22/1995,17,1.67E-10
10/22/1995,18,1.67E-10
10/22/1995,19,1.67E-10
10/22/1995,20,1.67E-10
10/22/1995,21,1.67E-10
10/22/1995,22,1.67E-10
10/22/1995,23,1.67E-10
10/23/1995,0,1.65E-10
10/23/1995,1,1.65E-10
10/23/1995,2,1.65E-10
10/23/1995,3,1.65E-10
10/23/1995,4,1.65E-10
10/23/1995,5,1.65E-10
10/23/1995,6,1.65E-10
10/23/1995,7,1.65E-10
10/23/1995,8,1.65E-10
10/23/1995,9,1.65E-10
10/23/1995,10,1.65E-10
10/23/1995,11,1.65E-10
10/23/1995,12,1.65E-10
10/23/1995,13,1.65E-10
10/23/1995,14,1.65E-10
10/23/1995,15,1.65E-10
10/23/1995,16,1.65E-10
10/23/1995,17,1.65E-10
10/23/1995,18,1.65E-10
10/23/1995,19,1.65E-10
10/23/1995,20,1.65E-10
10/23/1995,21,1.65E-10
10/23/1995,22,1.65E-10
10/23/1995,23,1.65E-10
10/24/1995,0,1.64E-10
10/24/1995,1,1.64E-10
10/24/1995,2,1.64E-10
10/24/1995,3,1.64E-10
10/24/1995,4,1.64E-10
10/24/1995,5,1.64E-10
10/24/1995,6,1.64E-10
10/24/1995,7,1.64E-10
10/24/1995,8,1.64E-10
10/24/1995,9,1.64E-10
10/24/1995,10,1.64E-10
10/24/1995,11,1.64E-10
10/24/1995,12,1.64E-10
10/24/1995,13,1.64E-10
10/24/1995,14,1.64E-10
10/24/1995,15,1.64E-10
10/24/1995,16,1.64E-10
10/24/1995,17,1.64E-10
10/24/1995,18,1.64E-10
10/24/1995,19,1.64E-10
10/24/1995,20,1.64E-10
10/24/1995,21,1.64E-10
10/24/1995,22,1.64E-10
10/24/1995,23,1.64E-10
10/25/1995,0,1.64E-10
10/25/1995,1,1.64E-10
10/25/1995,2,1.64E-10
10/25/1995,3,1.64E-10
10/25/1995,4,1.64E-10
10/25/1995,5,1.64E-10
10/25/1995,6,1.64E-10
10/25/1995,7,1.64E-10
10/25/1995,8,1.64E-10
10/25/1995,9,1.64E-10
10/25/1995,10,1.64E-10
10/25/1995,11,1.64E-10
10/25/1995,12,1.64E-10
10/25/1995,13,1.64E-10
10/25/1995,14,1.64E-10
10/25/1995,15,1.64E-10
10/25/1995,16,1.64E-10
10/25/1995,17,1.64E-10
10/25/1995,18,1.64E-10
10/25/1995,19,1.64E-10
10/25/1995,20,1.64E-10
10/25/1995,21,1.64E-10
10/25/1995,22,1.64E-10
10/25/1995,23,1.64E-10
10/26/1995,0,1.62E-10
10/26/1995,1,1.62E-10
10/26/1995,2,1.62E-10
10/26/1995,3,1.62E-10
10/26/1995,4,1.62E-10
10/26/1995,5,1.62E-10
10/26/1995,6,1.62E-10
10/26/1995,7,1.62E-10
10/26/1995,8,1.62E-10
10/26/1995,9,1.62E-10
10/26/1995,10,1.62E-10
10/26/1995,11,1.62E-10
10/26/1995,12,1.62E-10
10/26/1995,13,1.62E-10
10/26/1995,14,1.62E-10
10/26/1995,15,1.62E-10
10/26/1995,16,1.62E-10
10/26/1995,17,1.62E-10
10/26/1995,18,1.62E-10
10/26/1995,19,1.62E-10
10/26/1995,20,1.62E-10
10/26/1995,21,1.62E-10
10/26/1995,22,1.62E-10
10/26/1995,23,1.62E-10
10/27/1995,0,1.61E-10
10/27/1995,1,1.61E-10
10/27/1995,2,1.61E-10
10/27/1995,3,1.61E-10
10/27/1995,4,1.61E-10
10/27/1995,5,1.61E-10
10/27/1995,6,1.61E-10
10/27/1995,7,1.61E-10
10/27/1995,8,1.61E-10
10/27/1995,9,1.61E-10
10/27/1995,10,1.61E-10
10/27/1995,11,1.61E-10
10/27/1995,12,1.61E-10
10/27/1995,13,1.61E-10
10/27/1995,14,1.61E-10
10/27/1995,15,1.61E-10
10/27/1995,16,1.61E-10
10/27/1995,17,1.61E-10
10/27/1995,18,1.61E-10
10/27/1995,19,1.61E-10
10/27/1995,20,1.61E-10
10/27/1995,21,1.61E-10
10/27/1995,22,1.61E-10
10/27/1995,23,1.61E-10
10/28/1995,0,1.59E-10
10/28/1995,1,1.59E-10
10/28/1995,2,1.59E-10
10/28/1995,3,1.59E-10
10/28/1995,4,1.59E-10
10/28/1995,5,1.59E-10
10/28/1995,6,1.59E-10
10/28/1995,7,1.59E-10
10/28/1995,8,1.59E-10
10/28/1995,9,1.59E-10
10/28/1995,10,1.59E-10
10/28/1995,11,1.59E-10
10/28/1995,12,1.59E-10
10/28/1995,13,1.59E-10
10/28/1995,14,1.59E-10
10/28/1995,15,1.59E-10
10/28/1995,16,1.59E-10
10/28/1995,17,1.59E-10
10/28/1995,18,1.59E-10
10/28/1995,19,1.59E-10
10/28/1995,20,1.59E-10
10/28/1995,21,1.59E-10
10/28/1995,22,1.59E-10
10/28/1995,23,1.59E-10
10/29/1995,0,1.58E-10
10/29/1995,1,1.58E-10
10/29/1995,2,1.58E-10
10/29/1995,3,1.58E-10
10/29/1995,4,1.58E-10
10/29/1995,5,1.58E-10
10/29/1995,6,1.58E-10
10/29/1995,7,1.58E-10
10/29/1995,8,1.58E-10
10/29/1995,9,1.58E-10
10/29/1995,10,1.58E-10
10/29/1995,11,1.58E-10
10/29/1995,12,1.58E-10
10/29/1995,13,1.58E-10
10/29/1995,14,1.58E-10
10/29/1995,15,1.58E-10
10/29/1995,16,1.58E-10
10/29/1995,17,1.58E-10
10/29/1995,18,1.58E-10
10/29/1995,19,1.58E-10
10/29/1995,20,1.58E-10
10/29/1995,21,1.58E-10
10/29/1995,22,1.58E-10
10/29/1995,23,1.58E-10
10/30/1995,0,1.58E-10
10/30/1995,1,1.58E-10
10/30/1995,2,1.58E-10
10/30/1995,3,1.58E-10
10/30/1995,4,1.58E-10
10/30/1995,5,1.58E-10
10/30/1995,6,1.58E-10
10/30/1995,7,1.58E-10
10/30/1995,8,1.58E-10
10/30/1995,9,1.58E-10
10/30/1995,10,1.58E-10
10/30/1995,11,1.58E-10
10/30/1995,12,1.58E-10
10/30/1995,13,1.58E-10
10/30/1995,14,1.58E-10
10/30/1995,15,1.58E-10
10/30/1995,16,1.58E-10
10/30/1995,17,1.58E-10
10/30/1995,18,1.58E-10
10/30/1995,19,1.58E-10
10/30/1995,20,1.58E-10
10/30/1995,21,1.58E-10
10/30/1995,22,1.58E-10
10/30/1995,23,1.58E-10
10/31/1995,0,1.56E-10
10/31/1995,1,1.56E-10
10/31/1995,2,1.56E-10
10/31/1995,3,1.56E-10
10/31/1995,4,1.56E-10
10/31/1995,5,1.56E-10
10/31/1995,6,1.56E-10
10/31/1995,7,1.56E-10
10/31/1995,8,1.56E-10
10/31/1995,9,1.56E-10
10/31/1995,10,1.56E-10
10/31/1995,11,1.56E-10
10/31/1995,12,1.56E-10
10/31/1995,13,1.56E-10
10/31/1995,14,1.56E-10
10/31/1995,15,1.56E-10
10/31/1995,16,1.56E-10
10/31/1995,17,1.56E-10
10/31/1995,18,1.56E-10
10/31/1995,19,1.56E-10
10/31/1995,20,1.56E-10
10/31/1995,21,1.56E-10
10/31/1995,22,1.56E-10
10/31/1995,23,1.56E-10
11/1/1995,0,1.55E-10
11/1/1995,1,1.55E-10
11/1/1995,2,1.55E-10
11/1/1995,3,1.55E-10
11/1/1995,4,1.55E-10
11/1/1995,5,1.55E-10
11/1/1995,6,1.55E-10
11/1/1995,7,1.55E-10
11/1/1995,8,1.55E-10
11/1/1995,9,1.55E-10
11/1/1995,10,1.55E-10
11/1/1995,11,1.55E-10
11/1/1995,12,1.55E-10
11/1/1995,13,1.55E-10
11/1/1995,14,1.55E-10
11/1/1995,15,1.55E-10
11/1/1995,16,1.55E-10
11/1/1995,17,1.55E-10
11/1/1995,18,1.55E-10
11/1/1995,19,1.55E-10
11/1/1995,20,1.55E-10
11/1/1995,21,1.55E-10
11/1/1995,22,1.55E-10
11/1/1995,23,1.55E-10
11/2/1995,0,1.53E-10
11/2/1995,1,1.53E-10
11/2/1995,2,1.53E-10
11/2/1995,3,1.53E-10
11/2/1995,4,1.53E-10
11/2/1995,5,1.53E-10
11/2/1995,6,1.53E-10
11/2/1995,7,1.53E-10
11/2/1995,8,1.53E-10
11/2/1995,9,1.53E-10
11/2/1995,10,1.53E-10
11/2/1995,11,1.53E-10
11/2/1995,12,1.53E-10
11/2/1995,13,1.53E-10
11/2/1995,14,1.53E-10
11/2/1995,15,1.53E-10
11/2/1995,16,1.53E-10
11/2/1995,17,1.53E-10
11/2/1995,18,1.53E-10
11/2/1995,19,1.53E-10
11/2/1995,20,1.53E-10
11/2/1995,21,1.53E-10
11/2/1995,22,1.53E-10
11/2/1995,23,1.53E-10
11/3/1995,0,1.53E-10
11/3/1995,1,1.53E-10
11/3/1995,2,1.53E-10
11/3/1995,3,1.53E-10
11/3/1995,4,1.53E-10
11/3/1995,5,1.53E-10
11/3/1995,6,1.53E-10
11/3/1995,7,1.53E-10
11/3/1995,8,1.53E-10
11/3/1995,9,1.53E-10
11/3/1995,10,1.53E-10
11/3/1995,11,1.53E-10
11/3/1995,12,1.53E-10
11/3/1995,13,1.53E-10
11/3/1995,14,1.53E-10
11/3/1995,15,1.53E-10
11/3/1995,16,1.53E-10
11/3/1995,17,1.53E-10
11/3/1995,18,1.53E-10
11/3/1995,19,1.53E-10
11/3/1995,20,1.53E-10
11/3/1995,21,1.53E-10
11/3/1995,22,1.53E-10
11/3/1995,23,1.53E-10
11/4/1995,0,1.52E-10
11/4/1995,1,1.52E-10
11/4/1995,2,1.52E-10
11/4/1995,3,1.52E-10
11/4/1995,4,1.52E-10
11/4/1995,5,1.52E-10
11/4/1995,6,1.52E-10
11/4/1995,7,1.52E-10
11/4/1995,8,1.52E-10
11/4/1995,9,1.52E-10
11/4/1995,10,1.52E-10
11/4/1995,11,1.52E-10
11/4/1995,12,1.52E-10
11/4/1995,13,1.52E-10
11/4/1995,14,1.52E-10
11/4/1995,15,1.52E-10
11/4/1995,16,1.52E-10
11/4/1995,17,1.52E-10
11/4/1995,18,1.52E-10
11/4/1995,19,1.52E-10
11/4/1995,20,1.52E-10
11/4/1995,21,1.52E-10
11/4/1995,22,1.52E-10
11/4/1995,23,1.52E-10
11/5/1995,0,1.50E-10
11/5/1995,1,1.50E-10
11/5/1995,2,1.50E-10
11/5/1995,3,1.50E-10
11/5/1995,4,1.50E-10
11/5/1995,5,1.50E-10
11/5/1995,6,1.50E-10
11/5/1995,7,1.50E-10
11/5/1995,8,1.50E-10
11/5/1995,9,1.50E-10
11/5/1995,10,1.50E-10
11/5/1995,11,1.50E-10
11/5/1995,12,1.50E-10
11/5/1995,13,1.50E-10
11/5/1995,14,1.50E-10
11/5/1995,15,1.50E-10
11/5/1995,16,1.50E-10
11/5/1995,17,1.50E-10
11/5/1995,18,1.50E-10
11/5/1995,19,1.50E-10
11/5/1995,20,1.50E-10
11/5/1995,21,1.50E-10
11/5/1995,22,1.50E-10
11/5/1995,23,1.50E-10
11/6/1995,0,1.49E-10
11/6/1995,1,1.49E-10
11/6/1995,2,1.49E-10
11/6/1995,3,1.49E-10
